TAGID,TAGNAME,MOVIESWITHTAG,AVGTAGRELEVANCE,AVGRATINGFORTAGGEDMOVIES,UNIQUEUSERSRATINGTAGGEDMOVIES,TOTALRATINGSFORTAGGEDMOVIES,RATINGVARIANCEFORTAGGEDMOVIES,RATINGLIFTVSAVERAGE,TAGEFFECTIVENESSLEVEL
882,scary,10381,0.193,3.54,138492,12843067,1.07,0.41,Effective
850,revenge,10381,0.271,3.54,138493,17850095,1.05,0.41,Effective
346,egypt,10381,0.039,3.53,124807,1050997,1.05,0.13,Effective
742,original,10381,0.731,3.53,138493,19800443,1.05,0.13,Effective
861,robots,10381,0.045,3.53,130523,1751750,1.08,0.13,Effective
609,lone hero,10381,0.276,3.53,138493,19584603,1.05,0.13,Effective
585,justice,10381,0.289,3.53,138493,19378297,1.05,0.13,Effective
999,suspense,10381,0.326,3.53,138493,19340256,1.05,0.13,Effective
355,entertaining,10381,0.262,3.53,138493,17846671,1.05,0.13,Effective
188,catastrophe,10381,0.451,3.53,138493,19800443,1.05,0.13,Effective
378,fantasy world,10381,0.324,3.53,138493,19667370,1.05,0.13,Effective
396,first contact,10381,0.311,3.53,138493,19799211,1.05,0.13,Effective
21,adaptation,10381,0.374,3.53,138493,19799133,1.05,0.13,Effective
1070,vengeance,10381,0.338,3.53,138493,19690042,1.05,0.13,Effective
302,dialogue,10381,0.491,3.53,138493,19800443,1.05,0.13,Effective
867,runaway,10381,0.417,3.53,138493,19798134,1.05,0.13,Effective
195,chase,10381,0.342,3.53,138493,19130783,1.05,0.13,Effective
1040,transformation,10381,0.311,3.53,138493,19672806,1.05,0.13,Effective
1112,witch,10381,0.042,3.53,125470,1176396,1.05,0.13,Effective
646,mentor,10381,0.53,3.53,138493,19800443,1.05,0.13,Effective
844,redemption,10381,0.353,3.53,138493,19602801,1.05,0.13,Effective
208,christian,10381,0.041,3.53,119677,802749,1.02,0.13,Effective
356,entirely dialogue,10381,0.314,3.53,138493,19797954,1.05,0.13,Effective
602,life philosophy,10381,0.386,3.53,138493,19788845,1.05,0.13,Effective
169,brutality,10381,0.409,3.53,138493,19798515,1.05,0.13,Effective
640,melancholic,10381,0.385,3.53,138493,19708925,1.05,0.13,Effective
468,great ending,10381,0.5,3.53,138493,19800330,1.05,0.13,Effective
452,good soundtrack,10381,0.456,3.53,138493,19798014,1.05,0.13,Effective
