MOVIEID,TITLE,GENRES,TOTALRATERS,TOTALRATINGS,AVGRATING,AVGGENOMERELEVANCE,TAGCOUNT,OPPORTUNITYTYPE,PRIORITYSCORE,ACTIONPRIORITY,RECOMMENDEDACTION
73276,"Age of Stupid, The (2009)",Documentary,47,47,3.55,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
2348,Sid and Nancy (1986),Drama,2387,2387,3.55,0.143,1128,Standard,6,STANDARD,Monitor standard performance metrics.
44100,Cyrano de Bergerac (1950),Drama|Romance,92,92,3.55,0.117,1128,Standard,6,STANDARD,Monitor standard performance metrics.
73504,"Duchess of Langeais, The (a.k.a. Don't Touch the Axe) (Ne touchez pas la hache) (2007)",Drama|Romance,10,10,3.55,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
56093,12 (2007),Crime|Drama|Thriller|War,75,75,3.55,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
5023,"Waterdance, The (1992)",Drama,243,243,3.55,0.126,1128,Standard,6,STANDARD,Monitor standard performance metrics.
8757,Lovers and Other Strangers (1970),Comedy,39,39,3.55,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
47394,"Bon Cop, Bad Cop (2006)",Action|Comedy|Crime|Thriller,126,126,3.55,0.128,1128,Standard,6,STANDARD,Monitor standard performance metrics.
26083,"Loneliness of the Long Distance Runner, The (1962)",Drama,84,84,3.55,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
48711,Facing the Giants (2006),Action|Drama,99,99,3.55,0.076,1128,Standard,6,STANDARD,Monitor standard performance metrics.
60503,Katyn (2007),Drama|War,111,111,3.55,0.168,1128,Standard,6,STANDARD,Monitor standard performance metrics.
2353,Enemy of the State (1998),Action|Thriller,14217,14217,3.55,0.139,1128,Standard,6,STANDARD,Monitor standard performance metrics.
6459,"Desert Fox, The (1951)",Drama|War,138,138,3.55,0.133,1128,Standard,6,STANDARD,Monitor standard performance metrics.
70802,"Secret of Moonacre, The (2008)",Adventure|Fantasy|Romance,33,33,3.55,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
42935,Riding Alone for Thousands of Miles (Qian li zou dan qi) (2005),Drama,22,22,3.55,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
4737,"American Rhapsody, An (2001)",Drama,173,173,3.55,0.107,1128,Standard,6,STANDARD,Monitor standard performance metrics.
477,What's Love Got to Do with It? (1993),Drama|Musical,4534,4534,3.55,0.106,1128,Standard,6,STANDARD,Monitor standard performance metrics.
8732,"Belly of an Architect, The (1987)",Drama,105,105,3.55,0.101,1128,Standard,6,STANDARD,Monitor standard performance metrics.
4976,Iris (2001),Drama,781,781,3.55,0.116,1128,Standard,6,STANDARD,Monitor standard performance metrics.
26849,"Stand, The (1994)",Adventure|Drama|Fantasy|Horror|Sci-Fi,67,67,3.55,0.087,1128,Standard,6,STANDARD,Monitor standard performance metrics.
55467,Jonny Vang (2003),Comedy|Drama|Mystery,11,11,3.55,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
3700,"Brother from Another Planet, The (1984)",Drama|Sci-Fi,1053,1053,3.55,0.085,1128,Standard,6,STANDARD,Monitor standard performance metrics.
77788,"Good Heart, The (2009)",Drama,32,32,3.55,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
2779,Heaven Can Wait (1978),Comedy,2307,2307,3.55,0.115,1128,Standard,6,STANDARD,Monitor standard performance metrics.
25744,Haxan: Witchcraft Through the Ages (a.k.a. The Witches) (1922),Documentary|Horror,75,75,3.55,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
43910,Neil Young: Heart of Gold (2006),Documentary|Musical,124,124,3.55,0.098,1128,Standard,6,STANDARD,Monitor standard performance metrics.
4954,Ocean's Eleven (a.k.a. Ocean's 11) (1960),Comedy|Crime,1959,1959,3.55,0.112,1128,Standard,6,STANDARD,Monitor standard performance metrics.
109629,Breathe In (2013),Drama|Romance,10,10,3.55,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
103386,Happiness Never Comes Alone (Un bonheur n'arrive jamais seul) (2012),Comedy|Romance,10,10,3.55,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
31934,"Four Feathers, The (1939)",Adventure|War,155,155,3.55,0.131,1128,Standard,6,STANDARD,Monitor standard performance metrics.
136,From the Journals of Jean Seberg (1995),Documentary,102,102,3.55,0.08,1128,Standard,6,STANDARD,Monitor standard performance metrics.
8636,Spider-Man 2 (2004),Action|Adventure|Sci-Fi|IMAX,15712,15712,3.55,0.163,1128,Standard,6,STANDARD,Monitor standard performance metrics.
26691,I Hired a Contract Killer (1990),Comedy|Drama,52,52,3.55,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
58622,"Hammer, The (2007)",Comedy,134,134,3.55,0.111,1128,Standard,6,STANDARD,Monitor standard performance metrics.
4399,"Diary of a Chambermaid (Journal d'une femme de chambre, Le) (1964)",Comedy|Drama,161,161,3.55,0.105,1128,Standard,6,STANDARD,Monitor standard performance metrics.
60007,Doctor Who (1996),Adventure|Sci-Fi,82,82,3.55,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
4280,"World According to Garp, The (1982)",Comedy|Drama|Romance,2758,2758,3.55,0.146,1128,Standard,6,STANDARD,Monitor standard performance metrics.
111764,Serial (Bad) Weddings (Qu'est-ce Qu'on An Fit Au Bon Dieu?) (2014),Comedy|Romance,19,19,3.55,0.156,1128,Standard,6,STANDARD,Monitor standard performance metrics.
81383,Heartbreaker (L'Arnacoeur) (2010),Comedy|Romance,110,110,3.55,0.093,1128,Standard,6,STANDARD,Monitor standard performance metrics.
94482,Big Boys Gone Bananas!* (2011),Documentary,11,11,3.55,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
26813,Calendar (1993),Drama,10,10,3.55,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
84844,Brother 2 (Brat 2) (2000),Crime|Drama,31,31,3.55,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
26346,"Story of Adele H., The (Histoire d'Adèle H., L') (1975)",Drama,29,29,3.55,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
8478,"Distant Voices, Still Lives (1988)",Drama,33,33,3.55,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
25891,Heaven Can Wait (1943),Comedy|Fantasy|Romance,207,207,3.55,0.126,1128,Standard,6,STANDARD,Monitor standard performance metrics.
83837,"Electric House, The (1922)",Comedy,11,11,3.55,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
1019,"20,000 Leagues Under the Sea (1954)",Adventure|Drama|Sci-Fi,6215,6215,3.55,0.128,1128,Standard,6,STANDARD,Monitor standard performance metrics.
6241,Pauline at the Beach (Pauline à la Plage) (1983),Comedy|Drama|Romance,154,154,3.55,0.079,1128,Standard,6,STANDARD,Monitor standard performance metrics.
26387,"Man Who Loved Women, The (Homme qui aimait les femmes, L') (1977)",Comedy|Drama|Romance,11,11,3.55,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
33896,3 Extremes (Three... Extremes) (Saam gaang yi) (2004),Horror,429,429,3.55,0.151,1128,Standard,6,STANDARD,Monitor standard performance metrics.
73681,"Concert, Le (2009)",Comedy|Drama,91,91,3.55,0.143,1128,Standard,6,STANDARD,Monitor standard performance metrics.
7810,Babylon 5: A Call to Arms (1999),Adventure|Sci-Fi,562,562,3.55,0.098,1128,Standard,6,STANDARD,Monitor standard performance metrics.
5110,Super Troopers (2001),Comedy|Crime|Mystery,2753,2753,3.55,0.111,1128,Standard,6,STANDARD,Monitor standard performance metrics.
3461,Lord of the Flies (1963),Adventure|Drama|Thriller,2733,2733,3.55,0.121,1128,Standard,6,STANDARD,Monitor standard performance metrics.
113534,Jesse Stone: Thin Ice (2009),Crime|Drama|Mystery,11,11,3.55,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
57044,Two Sons of Francisco (2 Filhos de Francisco - A História de Zezé di Camargo & Luciano) (2005),Drama,10,10,3.55,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
91902,Elena (2011),Drama,31,31,3.55,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
79467,Mid-August Lunch (Pranzo di ferragosto) (2008),Comedy|Drama,32,32,3.55,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
8595,"Flim-Flam Man, The (1967)",Action|Adventure|Comedy,67,67,3.55,0.066,1128,Standard,6,STANDARD,Monitor standard performance metrics.
8809,Danny Deckchair (2003),Comedy|Romance,325,325,3.55,0.101,1128,Standard,6,STANDARD,Monitor standard performance metrics.
69712,My Sister's Keeper (2009),Drama,356,356,3.55,0.118,1128,Standard,6,STANDARD,Monitor standard performance metrics.
3880,"Ballad of Ramblin' Jack, The (2000)",Documentary,104,104,3.55,0.15,1128,Standard,6,STANDARD,Monitor standard performance metrics.
61037,Silent Light (Stellet licht) (2007),Drama,47,47,3.55,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
6206,Seize the Day (1986),Drama,51,51,3.54,0.103,1128,Standard,6,STANDARD,Monitor standard performance metrics.
42946,Project A ('A' gai waak) (1983),Action|Comedy,91,91,3.54,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
59705,"Witnesses, The (Les témoins) (2007)",Drama,14,14,3.54,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
531,"Secret Garden, The (1993)",Children|Drama,7459,7459,3.54,0.106,1128,Standard,6,STANDARD,Monitor standard performance metrics.
49752,Red-Headed Woman (1932),Comedy|Romance,12,12,3.54,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
3635,"Spy Who Loved Me, The (1977)",Action|Adventure|Thriller,4179,4179,3.54,0.133,1128,Standard,6,STANDARD,Monitor standard performance metrics.
31101,Stander (2003),Action|Crime|Drama,160,160,3.54,0.108,1128,Standard,6,STANDARD,Monitor standard performance metrics.
119218,The Punisher: Dirty Laundry (2012),Action|Crime|Drama,13,13,3.54,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
4761,Diamond Men (2001),Drama,129,129,3.54,0.109,1128,Standard,6,STANDARD,Monitor standard performance metrics.
767,"Grass Harp, The (1995)",Comedy|Drama,304,304,3.54,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
1648,"House of Yes, The (1997)",Comedy|Drama,1560,1560,3.54,0.125,1128,Standard,6,STANDARD,Monitor standard performance metrics.
27344,Revolutionary Girl Utena: Adolescence of Utena (a.k.a. Revolutionary Girl Utena the Movie) (Shoujo kakumei Utena: Adolescence mokushiroku) (1999),Action|Adventure|Animation|Comedy|Drama|Fantasy|Romance,14,14,3.54,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
5849,I'm Starting From Three (Ricomincio da Tre) (1981),Comedy,12,12,3.54,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
52,Mighty Aphrodite (1995),Comedy|Drama|Romance,9320,9320,3.54,0.123,1128,Standard,6,STANDARD,Monitor standard performance metrics.
25980,Gate of Hell (Jigokumon) (1953),Drama|Romance,13,13,3.54,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
2403,First Blood (Rambo: First Blood) (1982),Action|Adventure|Drama|Thriller,5291,5291,3.54,0.143,1128,Standard,6,STANDARD,Monitor standard performance metrics.
45329,Soldier Blue (1970),Western,12,12,3.54,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
73569,Project A 2 ('A' gai wak juk jap) (1987),Action|Comedy|Crime,26,26,3.54,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
4342,Big Eden (2000),Drama|Romance,188,188,3.54,0.098,1128,Standard,6,STANDARD,Monitor standard performance metrics.
74948,Harry Brown (2009),Crime|Drama|Thriller,409,409,3.54,0.123,1128,Standard,6,STANDARD,Monitor standard performance metrics.
2669,Pork Chop Hill (1959),War,489,489,3.54,0.101,1128,Standard,6,STANDARD,Monitor standard performance metrics.
83538,"Léon Morin, Priest (Léon Morin, prêtre) (1961)",Drama,13,13,3.54,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
6441,Battle of Britain (1969),War,290,290,3.54,0.114,1128,Standard,6,STANDARD,Monitor standard performance metrics.
3303,Black Tar Heroin: The Dark End of the Street (2000),Documentary,79,79,3.54,0.126,1128,Standard,6,STANDARD,Monitor standard performance metrics.
5287,"After Dark, My Sweet (1990)",Crime|Drama|Mystery,171,171,3.54,0.11,1128,Standard,6,STANDARD,Monitor standard performance metrics.
71304,Thirst (Bakjwi) (2009),Drama|Horror,267,267,3.54,0.127,1128,Standard,6,STANDARD,Monitor standard performance metrics.
3894,Solas (1999),Drama,156,156,3.54,0.089,1128,Standard,6,STANDARD,Monitor standard performance metrics.
8575,"Happenstance (Battement d'ailes du papillon, Le) (2001)",Comedy|Drama,190,190,3.54,0.11,1128,Standard,6,STANDARD,Monitor standard performance metrics.
970,Beat the Devil (1953),Adventure|Comedy|Crime|Drama|Romance,389,389,3.54,0.106,1128,Standard,6,STANDARD,Monitor standard performance metrics.
55805,Before the Devil Knows You're Dead (2007),Crime|Drama|Thriller,1177,1177,3.54,0.157,1128,Standard,6,STANDARD,Monitor standard performance metrics.
61024,Pineapple Express (2008),Action|Comedy|Crime,2571,2571,3.54,0.127,1128,Standard,6,STANDARD,Monitor standard performance metrics.
87040,"Housemaid, The (Hanyo) (1960)",Crime|Drama|Horror,14,14,3.54,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
60544,Manslaughter (Drabet) (2005),Drama,12,12,3.54,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
68967,"Summer Hours (Heure d'été, L') (2008)",Drama,74,74,3.54,0.082,1128,Standard,6,STANDARD,Monitor standard performance metrics.
94663,Vicky Donor (2012),Comedy|Romance,14,14,3.54,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
64499,Che: Part One (2008),Drama|War,361,361,3.54,0.121,1128,Standard,6,STANDARD,Monitor standard performance metrics.
89629,Point Blank (À bout portant) (2010),Action|Crime|Thriller,84,84,3.54,0.144,1128,Standard,6,STANDARD,Monitor standard performance metrics.
7415,"Late Show, The (1977)",Comedy|Crime|Drama|Mystery,93,93,3.54,0.199,1128,Standard,6,STANDARD,Monitor standard performance metrics.
88138,Snow Flower and the Secret Fan (2011),Drama,12,12,3.54,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
5959,Narc (2002),Crime|Drama|Thriller,1627,1627,3.54,0.188,1128,Standard,6,STANDARD,Monitor standard performance metrics.
1034,Freeway (1996),Comedy|Crime|Drama|Thriller,1502,1502,3.54,0.108,1128,Standard,6,STANDARD,Monitor standard performance metrics.
109740,Obvious Child (2014),Comedy|Romance,72,72,3.54,0.079,1128,Standard,6,STANDARD,Monitor standard performance metrics.
8726,"President's Analyst, The (1967)",Comedy|Thriller,131,131,3.54,0.135,1128,Standard,6,STANDARD,Monitor standard performance metrics.
115231,St. Vincent (2014),Comedy,131,131,3.54,0.136,1128,Standard,6,STANDARD,Monitor standard performance metrics.
1441,Benny & Joon (1993),Comedy|Romance,5970,5970,3.54,0.105,1128,Standard,6,STANDARD,Monitor standard performance metrics.
106111,Marc Maron: Thinky Pain (2013),Comedy,14,14,3.54,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
56941,P.S. I Love You (2007),Comedy|Drama|Romance,1125,1125,3.54,0.097,1128,Standard,6,STANDARD,Monitor standard performance metrics.
3217,"Star Is Born, A (1937)",Drama,433,433,3.54,0.092,1128,Standard,6,STANDARD,Monitor standard performance metrics.
6743,Jungle Book (1942),Adventure|Fantasy,884,884,3.54,0.107,1128,Standard,6,STANDARD,Monitor standard performance metrics.
106332,Muscle Shoals (2013),Documentary,27,27,3.54,0.175,1128,Standard,6,STANDARD,Monitor standard performance metrics.
3569,"Idiots, The (Idioterne) (1998)",Comedy|Drama,821,821,3.54,0.082,1128,Standard,6,STANDARD,Monitor standard performance metrics.
2198,Modulations (1998),Documentary,58,58,3.54,0.111,1128,Standard,6,STANDARD,Monitor standard performance metrics.
70806,Olympia Part Two: Festival of Beauty (Olympia 2. Teil - Fest der Schönheit) (1938),Documentary,14,14,3.54,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
4849,My First Mister (2001),Comedy|Drama,345,345,3.54,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
3081,Sleepy Hollow (1999),Fantasy|Horror|Mystery|Romance,13162,13162,3.54,0.176,1128,Standard,6,STANDARD,Monitor standard performance metrics.
4912,Funny Girl (1968),Drama|Musical|Romance,840,840,3.54,0.09,1128,Standard,6,STANDARD,Monitor standard performance metrics.
68597,Scorpio (1973),Action|Drama|Thriller,23,23,3.54,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
95185,Dangerous Liaisons (2007),Comedy|Crime|Drama|Mystery,13,13,3.54,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
3159,Fantasia 2000 (1999),Animation|Children|Musical|IMAX,4066,4066,3.54,0.111,1128,Standard,6,STANDARD,Monitor standard performance metrics.
3320,Mifune's Last Song (Mifunes sidste sang) (1999),Comedy|Drama|Romance,415,415,3.54,0.098,1128,Standard,6,STANDARD,Monitor standard performance metrics.
103539,The Spectacular Now (2013),Comedy|Drama|Romance,213,213,3.54,0.12,1128,Standard,6,STANDARD,Monitor standard performance metrics.
68874,"Jeanne Dielman, 23 Quai du Commerce, 1080 Bruxelles (1975)",Drama,35,35,3.54,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
48598,Infamous (2006),Drama,170,170,3.54,0.102,1128,Standard,6,STANDARD,Monitor standard performance metrics.
1401,Ghosts of Mississippi (1996),Drama,1483,1483,3.54,0.116,1128,Standard,6,STANDARD,Monitor standard performance metrics.
39474,One Wonderful Sunday (Subarashiki nichiyobi) (1947),Drama|Romance,14,14,3.54,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
65037,Ben X (2007),Drama,141,141,3.54,0.147,1128,Standard,6,STANDARD,Monitor standard performance metrics.
4916,Midway (1976),Drama|War,506,506,3.54,0.121,1128,Standard,6,STANDARD,Monitor standard performance metrics.
65225,Zeitgeist: Addendum (2008),Documentary,228,228,3.54,0.105,1128,Standard,6,STANDARD,Monitor standard performance metrics.
6140,Tenebre (1982),Horror|Mystery|Thriller,227,227,3.54,0.144,1128,Standard,6,STANDARD,Monitor standard performance metrics.
57464,He Was a Quiet Man (2007),Drama,263,263,3.54,0.128,1128,Standard,6,STANDARD,Monitor standard performance metrics.
1290,Some Kind of Wonderful (1987),Drama|Romance,2430,2430,3.54,0.113,1128,Standard,6,STANDARD,Monitor standard performance metrics.
49299,Luna de Avellaneda (2004),Drama|Romance,13,13,3.54,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
26101,McLintock! (1963),Comedy|Western,190,190,3.54,0.128,1128,Standard,6,STANDARD,Monitor standard performance metrics.
47287,Compulsion (1959),Crime|Drama|Thriller,56,56,3.54,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
8148,Twice Upon a Time (1983),Animation|Fantasy,12,12,3.54,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
32875,Holiday (Jour de fête) (1949),Comedy,38,38,3.54,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
1186,"Sex, Lies, and Videotape (1989)",Drama,7099,7099,3.54,0.114,1128,Standard,6,STANDARD,Monitor standard performance metrics.
7702,"Bells of St. Mary's, The (1945)",Drama,191,191,3.54,0.1,1128,Standard,6,STANDARD,Monitor standard performance metrics.
3993,Quills (2000),Drama|Romance,2621,2621,3.54,0.183,1128,Standard,6,STANDARD,Monitor standard performance metrics.
89085,"Debt, The (2011)",Drama|Thriller,315,315,3.54,0.187,1128,Standard,6,STANDARD,Monitor standard performance metrics.
2166,Return to Paradise (1998),Crime|Drama|Romance|Thriller,1003,1003,3.54,0.131,1128,Standard,6,STANDARD,Monitor standard performance metrics.
33443,"Red Squirrel, The (Ardilla roja, La) (1993)",Comedy|Drama|Mystery|Romance,12,12,3.54,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
4793,Montenegro (1981),Comedy|Drama,92,92,3.54,0.104,1128,Standard,6,STANDARD,Monitor standard performance metrics.
8481,Northwest Passage (1940),Action|Adventure|Drama|Romance|Thriller|Western,90,90,3.54,0.089,1128,Standard,6,STANDARD,Monitor standard performance metrics.
69251,Special (2006),Drama|Fantasy,63,63,3.54,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
2764,"Thomas Crown Affair, The (1968)",Crime|Drama|Romance|Thriller,2727,2727,3.54,0.122,1128,Standard,6,STANDARD,Monitor standard performance metrics.
222,Circle of Friends (1995),Drama|Romance,5968,5968,3.54,0.104,1128,Standard,6,STANDARD,Monitor standard performance metrics.
101971,Never Sleep Again: The Elm Street Legacy (2010),Documentary,14,14,3.54,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
71184,Valentino: The Last Emperor (2008),Documentary,41,41,3.54,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
78742,Diary of a Mad Housewife (1970),Comedy|Drama,12,12,3.54,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
78251,Friendship! (2010),Comedy,28,28,3.54,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
95804,Wild Bill (2011),Crime|Drama,34,34,3.54,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
43007,Vinci (2004),Comedy|Crime,12,12,3.54,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
40591,"Bohemian Life, The (La vie de bohème) (1992)",Comedy|Drama,36,36,3.54,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
63647,Hanzo the Razor: Sword of Justice (Goyôkiba) (1972),Action,13,13,3.54,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
26038,Teacher's Pet (1958),Comedy|Romance,64,64,3.54,0.084,1128,Standard,6,STANDARD,Monitor standard performance metrics.
97984,Wake in Fright (1971),Drama|Thriller,23,23,3.54,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
78142,Baarìa (2009),Comedy|Drama|War,12,12,3.54,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
60096,Ten Minutes Older: The Trumpet (2002),Drama,13,13,3.54,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
1343,Cape Fear (1991),Thriller,9141,9141,3.54,0.142,1128,Standard,6,STANDARD,Monitor standard performance metrics.
6405,Treasure Island (1950),Adventure|Children,375,375,3.54,0.106,1128,Standard,6,STANDARD,Monitor standard performance metrics.
77629,Reindeerspotting - Pako joulumaasta (2010),Documentary,142,142,3.54,0.129,1128,Standard,6,STANDARD,Monitor standard performance metrics.
69971,Ludwig (1972),Drama,14,14,3.54,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
2197,Firelight (1997),Drama,141,141,3.54,0.103,1128,Standard,6,STANDARD,Monitor standard performance metrics.
83332,Who Is Harry Nilsson (And Why Is Everybody Talkin' About Him?) (2010),Documentary,34,34,3.54,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
6098,"Marathon Family, The (Maratonci Trce Pocasni Krug) (1982)",Comedy,12,12,3.54,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
151,Rob Roy (1995),Action|Drama|Romance|War,12616,12616,3.54,0.117,1128,Standard,6,STANDARD,Monitor standard performance metrics.
7479,Watch on the Rhine (1943),Drama,48,48,3.54,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
7923,Rolling Thunder (1977),Action|Drama,98,98,3.54,0.148,1128,Standard,6,STANDARD,Monitor standard performance metrics.
4468,Apartment Zero (1988),Drama|Thriller,194,194,3.54,0.124,1128,Standard,6,STANDARD,Monitor standard performance metrics.
99642,Tiny Toon Adventures: How I Spent My Vacation (1992),Adventure|Animation|Comedy,14,14,3.54,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
6397,"Bizarre, Bizarre (Drôle de drame ou L'étrange aventure de Docteur Molyneux) (1937)",Comedy,13,13,3.54,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
8943,Being Julia (2004),Comedy|Drama,421,421,3.54,0.115,1128,Standard,6,STANDARD,Monitor standard performance metrics.
1904,Henry Fool (1997),Comedy|Drama,936,936,3.54,0.13,1128,Standard,6,STANDARD,Monitor standard performance metrics.
41815,"Scene at the Sea, A (Ano natsu, ichiban shizukana umi) (1991)",Comedy|Romance,26,26,3.54,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
6604,Hawks and Sparrows (Uccellacci e Uccellini) (1966),Comedy,34,34,3.54,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
66686,"Unsuspected, The (1947)",Drama|Film-Noir|Thriller,12,12,3.54,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
25999,"Wild One, The (1953)",Drama,215,215,3.54,0.151,1128,Standard,6,STANDARD,Monitor standard performance metrics.
53788,Exiled (Fong juk) (2006),Action|Crime|Thriller,69,69,3.54,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
7040,To Live and Die in L.A. (1985),Action|Crime|Drama|Thriller,618,618,3.54,0.129,1128,Standard,6,STANDARD,Monitor standard performance metrics.
104337,Lee Daniels' The Butler (2013),Drama,218,218,3.54,0.1,1128,Standard,6,STANDARD,Monitor standard performance metrics.
68886,I Do: How to Get Married and Stay Single (Prête-moi ta main) (2006),Comedy|Romance,40,40,3.54,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
55854,"Fugitive, The (1947)",Drama,45,45,3.54,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
117456,Beyond the Lights (2014),Drama,14,14,3.54,0.076,1128,Standard,6,STANDARD,Monitor standard performance metrics.
524,Rudy (1993),Drama,7630,7630,3.54,0.123,1128,Standard,6,STANDARD,Monitor standard performance metrics.
93479,"Round Up, The (La Rafle) (2010)",Drama|War,12,12,3.54,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
34696,Dirty Money (Un flic) (1972),Crime|Drama,28,28,3.54,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
86190,Hanna (2011),Action|Adventure|Mystery|Thriller,974,974,3.54,0.147,1128,Standard,6,STANDARD,Monitor standard performance metrics.
4043,At Close Range (1986),Crime|Drama,365,365,3.54,0.139,1128,Standard,6,STANDARD,Monitor standard performance metrics.
103027,Much Ado About Nothing (2012),Comedy|Drama|Romance,98,98,3.54,0.097,1128,Standard,6,STANDARD,Monitor standard performance metrics.
3726,Assault on Precinct 13 (1976),Action|Thriller,971,971,3.54,0.145,1128,Standard,6,STANDARD,Monitor standard performance metrics.
71418,Ballast (2008),Drama,36,36,3.54,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
32333,"Seagull's Laughter, The (Mávahlátur) (2001)",Comedy|Drama,14,14,3.54,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
3702,Mad Max (1979),Action|Adventure|Sci-Fi,8825,8825,3.54,0.142,1128,Standard,6,STANDARD,Monitor standard performance metrics.
3012,Battling Butler (1926),Comedy,89,89,3.54,0.072,1128,Standard,6,STANDARD,Monitor standard performance metrics.
7344,"Wrong Arm of the Law, The (1963)",Comedy|Crime,13,13,3.54,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
6388,Regeneration (1997),Drama|War,42,42,3.54,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
26197,War and Peace (Voyna i mir) (1967),Drama|Romance|War,13,13,3.54,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
32788,Loners (Samotári) (2000),Drama,13,13,3.54,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
34198,Russian Dolls (Les poupées russes) (2005),Comedy|Romance,243,243,3.54,0.123,1128,Standard,6,STANDARD,Monitor standard performance metrics.
54229,When the Wind Blows (1986),Animation|War,48,48,3.54,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
3812,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask (1972),Comedy,2095,2095,3.54,0.133,1128,Standard,6,STANDARD,Monitor standard performance metrics.
7190,Jane Eyre (1970),Drama,117,117,3.54,0.062,1128,Standard,6,STANDARD,Monitor standard performance metrics.
