USERID,MOVIES_RATED,TOTAL_RATINGS,AVG_RATING_GIVEN,RATING_VARIANCE,TOTAL_TAGS_APPLIED,TAGS_PER_MOVIE_RATIO,USER_ENGAGEMENT_TIER,RATING_STYLE,RATING_PATTERN,TAGGING_BEHAVIOR
47472,112,112,3.24,1.05,0,0.00,Regular User,Critical Rater,Moderate Variance,Light Tagger
89031,112,112,4.26,0.76,0,0.00,Regular User,Generous Rater,Consistent (Low Variance),Light Tagger
132101,111,111,4.44,0.56,0,0.00,Regular User,Generous Rater,Consistent (Low Variance),Light Tagger
114564,112,112,3.88,0.83,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
76286,115,115,3.85,1.09,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
33133,112,112,3.66,1.01,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
108190,112,112,3.55,1.29,0,0.00,Regular User,Balanced Rater,Discriminating (High Variance),Light Tagger
108258,112,112,2.84,1.31,0,0.00,Regular User,Very Critical Rater,Discriminating (High Variance),Light Tagger
45474,112,112,3.84,0.65,0,0.00,Regular User,Balanced Rater,Consistent (Low Variance),Light Tagger
136795,112,112,4.11,0.34,0,0.00,Regular User,Generous Rater,Consistent (Low Variance),Light Tagger
106119,112,112,3.9,1.13,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
20912,112,112,3.79,1.05,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
109127,111,111,3.91,0.85,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
18030,112,112,2.8,1.45,0,0.00,Regular User,Very Critical Rater,Discriminating (High Variance),Light Tagger
23965,112,112,3.96,0.99,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
71944,112,112,3.63,0.81,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
63733,112,112,3.38,1.07,0,0.00,Regular User,Critical Rater,Moderate Variance,Light Tagger
49376,112,112,3.77,0.97,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
39290,112,112,3.99,0.74,0,0.00,Regular User,Balanced Rater,Consistent (Low Variance),Light Tagger
41763,112,112,4.3,0.87,0,0.00,Regular User,Generous Rater,Moderate Variance,Light Tagger
26146,109,109,3.12,1.44,0,0.00,Regular User,Critical Rater,Discriminating (High Variance),Light Tagger
135423,112,112,3.48,1.2,0,0.00,Regular User,Critical Rater,Discriminating (High Variance),Light Tagger
68561,111,111,3.77,1.05,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
79802,111,111,3.8,1.15,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
107719,111,111,3.59,0.88,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
48488,111,111,3.58,1.02,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
114366,111,111,4.05,0.47,0,0.00,Regular User,Generous Rater,Consistent (Low Variance),Light Tagger
120768,111,111,3.32,0.79,0,0.00,Regular User,Critical Rater,Consistent (Low Variance),Light Tagger
90387,111,111,3.72,0.86,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
119953,111,111,3.82,0.77,0,0.00,Regular User,Balanced Rater,Consistent (Low Variance),Light Tagger
42161,111,111,3.86,0.87,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
23683,111,111,4.15,1.09,0,0.00,Regular User,Generous Rater,Moderate Variance,Light Tagger
137500,111,111,3.66,0.79,0,0.00,Regular User,Balanced Rater,Consistent (Low Variance),Light Tagger
43500,111,111,3.83,1.15,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
7823,111,111,3.48,0.97,0,0.00,Regular User,Critical Rater,Moderate Variance,Light Tagger
121203,111,111,3.17,0.84,0,0.00,Regular User,Critical Rater,Moderate Variance,Light Tagger
18506,111,111,4.06,0.73,0,0.00,Regular User,Generous Rater,Consistent (Low Variance),Light Tagger
51067,109,109,3.93,0.89,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
16880,109,109,3.79,1.2,0,0.00,Regular User,Balanced Rater,Discriminating (High Variance),Light Tagger
12665,111,111,4.23,0.95,0,0.00,Regular User,Generous Rater,Moderate Variance,Light Tagger
77447,111,111,3.59,1.05,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
29285,111,111,3.51,0.69,0,0.00,Regular User,Balanced Rater,Consistent (Low Variance),Light Tagger
4029,110,110,3.57,0.81,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
30113,110,110,3.41,1.44,0,0.00,Regular User,Critical Rater,Discriminating (High Variance),Light Tagger
46679,110,110,3.32,0.77,0,0.00,Regular User,Critical Rater,Consistent (Low Variance),Light Tagger
16436,110,110,4.07,0.73,0,0.00,Regular User,Generous Rater,Consistent (Low Variance),Light Tagger
89445,110,110,3.51,0.78,0,0.00,Regular User,Balanced Rater,Consistent (Low Variance),Light Tagger
85201,110,110,1.83,1.44,0,0.00,Regular User,Very Critical Rater,Discriminating (High Variance),Light Tagger
39979,110,110,3.57,0.89,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
6303,110,110,3.22,0.85,0,0.00,Regular User,Critical Rater,Moderate Variance,Light Tagger
115429,110,110,4.48,0.72,0,0.00,Regular User,Generous Rater,Consistent (Low Variance),Light Tagger
1562,110,110,4.64,0.48,0,0.00,Regular User,Generous Rater,Consistent (Low Variance),Light Tagger
118872,110,110,3.72,0.78,0,0.00,Regular User,Balanced Rater,Consistent (Low Variance),Light Tagger
22289,110,110,4.11,0.6,0,0.00,Regular User,Generous Rater,Consistent (Low Variance),Light Tagger
80671,110,110,3.86,0.9,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
67308,110,110,3.34,0.98,0,0.00,Regular User,Critical Rater,Moderate Variance,Light Tagger
106211,110,110,3.65,0.95,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
29141,110,110,3.53,1.06,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
58421,110,110,4.11,1.01,0,0.00,Regular User,Generous Rater,Moderate Variance,Light Tagger
48262,110,110,4.01,0.71,0,0.00,Regular User,Generous Rater,Consistent (Low Variance),Light Tagger
8420,110,110,3.79,1.05,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
24820,110,110,3.72,1.04,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
74300,110,110,3.36,0.99,0,0.00,Regular User,Critical Rater,Moderate Variance,Light Tagger
63978,110,110,3.71,0.91,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
6803,109,109,3.52,0.83,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
34583,108,108,3.8,1.1,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
73766,109,109,3.42,0.89,0,0.00,Regular User,Critical Rater,Moderate Variance,Light Tagger
105236,109,109,3.09,1.41,0,0.00,Regular User,Critical Rater,Discriminating (High Variance),Light Tagger
20972,109,109,3.64,0.94,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
42555,109,109,3.05,0.92,0,0.00,Regular User,Critical Rater,Moderate Variance,Light Tagger
121818,109,109,3.99,1.08,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
17687,109,109,4.04,1.1,0,0.00,Regular User,Generous Rater,Moderate Variance,Light Tagger
99772,109,109,3.3,0.69,0,0.00,Regular User,Critical Rater,Consistent (Low Variance),Light Tagger
54514,108,108,4.13,0.65,0,0.00,Regular User,Generous Rater,Consistent (Low Variance),Light Tagger
66479,109,109,4.09,0.9,0,0.00,Regular User,Generous Rater,Moderate Variance,Light Tagger
137710,111,111,3.45,0.67,0,0.00,Regular User,Critical Rater,Consistent (Low Variance),Light Tagger
115290,109,109,3.6,1.03,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
118139,109,109,3.81,0.68,0,0.00,Regular User,Balanced Rater,Consistent (Low Variance),Light Tagger
22614,109,109,3.15,1.07,0,0.00,Regular User,Critical Rater,Moderate Variance,Light Tagger
3411,109,109,3.42,0.69,0,0.00,Regular User,Critical Rater,Consistent (Low Variance),Light Tagger
26668,109,109,3.33,1.4,0,0.00,Regular User,Critical Rater,Discriminating (High Variance),Light Tagger
94176,109,109,3.94,1,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
74811,108,108,3.65,1.17,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
118330,108,108,3.22,1.54,0,0.00,Regular User,Critical Rater,Discriminating (High Variance),Light Tagger
125753,109,109,3.32,0.68,0,0.00,Regular User,Critical Rater,Consistent (Low Variance),Light Tagger
63829,109,109,3.59,0.86,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
8881,109,109,3.49,0.92,0,0.00,Regular User,Critical Rater,Moderate Variance,Light Tagger
54742,109,109,3.12,1.38,0,0.00,Regular User,Critical Rater,Discriminating (High Variance),Light Tagger
113271,109,109,3.87,1.08,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
51006,109,109,3.87,0.89,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
94470,109,109,3.45,1.02,0,0.00,Regular User,Critical Rater,Moderate Variance,Light Tagger
25693,314,314,4.12,0.79,0,0.00,Power User,Generous Rater,Consistent (Low Variance),Light Tagger
44899,109,109,3.54,1.2,0,0.00,Regular User,Balanced Rater,Discriminating (High Variance),Light Tagger
103082,108,108,3.79,0.87,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
26861,108,108,3.59,0.61,0,0.00,Regular User,Balanced Rater,Consistent (Low Variance),Light Tagger
110616,108,108,3.55,0.8,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
27674,108,108,3.48,0.89,0,0.00,Regular User,Critical Rater,Moderate Variance,Light Tagger
112202,108,108,3.39,0.77,0,0.00,Regular User,Critical Rater,Consistent (Low Variance),Light Tagger
57465,108,108,3.66,0.81,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
4735,108,108,3.27,1.24,0,0.00,Regular User,Critical Rater,Discriminating (High Variance),Light Tagger
136660,106,106,2.73,1.5,0,0.00,Regular User,Very Critical Rater,Discriminating (High Variance),Light Tagger
55087,108,108,3.73,1.21,0,0.00,Regular User,Balanced Rater,Discriminating (High Variance),Light Tagger
9749,108,108,3.96,0.95,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
3880,108,108,3.81,0.91,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
85561,108,108,3.74,0.67,0,0.00,Regular User,Balanced Rater,Consistent (Low Variance),Light Tagger
47047,108,108,4.85,0.52,0,0.00,Regular User,Generous Rater,Consistent (Low Variance),Light Tagger
24810,108,108,3.75,1.04,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
137052,108,108,3.39,1.03,0,0.00,Regular User,Critical Rater,Moderate Variance,Light Tagger
13600,106,106,4.02,0.93,0,0.00,Regular User,Generous Rater,Moderate Variance,Light Tagger
59239,108,108,3.97,0.94,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
19821,106,106,3.45,1.07,0,0.00,Regular User,Critical Rater,Moderate Variance,Light Tagger
24961,108,108,3.2,1.32,0,0.00,Regular User,Critical Rater,Discriminating (High Variance),Light Tagger
87764,108,108,4.01,0.9,0,0.00,Regular User,Generous Rater,Moderate Variance,Light Tagger
128509,107,107,3.48,0.78,0,0.00,Regular User,Critical Rater,Consistent (Low Variance),Light Tagger
114963,107,107,3.57,1.09,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
11216,107,107,3.91,0.75,0,0.00,Regular User,Balanced Rater,Consistent (Low Variance),Light Tagger
119645,107,107,3.72,0.97,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
102904,107,107,3.48,1.03,0,0.00,Regular User,Critical Rater,Moderate Variance,Light Tagger
73954,103,103,4.47,0.63,0,0.00,Regular User,Generous Rater,Consistent (Low Variance),Light Tagger
122614,107,107,3.01,1.42,0,0.00,Regular User,Critical Rater,Discriminating (High Variance),Light Tagger
29823,107,107,3.19,0.91,0,0.00,Regular User,Critical Rater,Moderate Variance,Light Tagger
24334,107,107,4.29,0.66,0,0.00,Regular User,Generous Rater,Consistent (Low Variance),Light Tagger
14463,107,107,3.68,0.88,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
114505,107,107,4,1.01,0,0.00,Regular User,Generous Rater,Moderate Variance,Light Tagger
94569,107,107,4.3,0.83,0,0.00,Regular User,Generous Rater,Moderate Variance,Light Tagger
113977,107,107,4.44,0.82,0,0.00,Regular User,Generous Rater,Moderate Variance,Light Tagger
133420,107,107,3.54,0.79,0,0.00,Regular User,Balanced Rater,Consistent (Low Variance),Light Tagger
124028,107,107,3.35,0.8,0,0.00,Regular User,Critical Rater,Moderate Variance,Light Tagger
28742,107,107,4.15,0.82,0,0.00,Regular User,Generous Rater,Moderate Variance,Light Tagger
61239,107,107,3.6,0.93,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
80480,107,107,2.95,0.59,0,0.00,Regular User,Very Critical Rater,Consistent (Low Variance),Light Tagger
7061,107,107,4.06,0.6,0,0.00,Regular User,Generous Rater,Consistent (Low Variance),Light Tagger
24853,107,107,3.79,0.77,0,0.00,Regular User,Balanced Rater,Consistent (Low Variance),Light Tagger
6146,107,107,3.9,1.11,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
6025,107,107,3.97,0.87,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
46714,106,106,2.46,1.4,0,0.00,Regular User,Very Critical Rater,Discriminating (High Variance),Light Tagger
138427,105,105,4.15,0.67,0,0.00,Regular User,Generous Rater,Consistent (Low Variance),Light Tagger
32723,106,106,3.61,0.74,0,0.00,Regular User,Balanced Rater,Consistent (Low Variance),Light Tagger
7215,106,106,4.47,1.05,0,0.00,Regular User,Generous Rater,Moderate Variance,Light Tagger
93875,106,106,4.05,0.79,0,0.00,Regular User,Generous Rater,Consistent (Low Variance),Light Tagger
24948,106,106,3.56,0.6,0,0.00,Regular User,Balanced Rater,Consistent (Low Variance),Light Tagger
12960,106,106,4.13,1.05,0,0.00,Regular User,Generous Rater,Moderate Variance,Light Tagger
88119,106,106,3.64,0.99,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
93511,106,106,3.64,0.85,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
72442,105,105,3.58,0.82,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
87504,106,106,3.81,0.93,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
29617,102,102,3.48,0.88,0,0.00,Regular User,Critical Rater,Moderate Variance,Light Tagger
73641,106,106,3.91,0.93,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
74022,106,106,3.87,1.08,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
114885,106,106,3.79,0.92,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
58771,106,106,3.48,0.73,0,0.00,Regular User,Critical Rater,Consistent (Low Variance),Light Tagger
56325,106,106,3.72,0.87,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
63811,106,106,3.81,0.73,0,0.00,Regular User,Balanced Rater,Consistent (Low Variance),Light Tagger
127770,105,105,3.89,0.64,0,0.00,Regular User,Balanced Rater,Consistent (Low Variance),Light Tagger
45516,107,107,3.02,1.27,0,0.00,Regular User,Critical Rater,Discriminating (High Variance),Light Tagger
89926,105,105,4.1,0.8,0,0.00,Regular User,Generous Rater,Moderate Variance,Light Tagger
34516,106,106,3.77,1.09,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
36986,106,106,4.09,0.8,0,0.00,Regular User,Generous Rater,Moderate Variance,Light Tagger
42118,106,106,4.01,1.07,0,0.00,Regular User,Generous Rater,Moderate Variance,Light Tagger
132219,106,106,3.54,1.11,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
56507,106,106,4.29,1,0,0.00,Regular User,Generous Rater,Moderate Variance,Light Tagger
29172,105,105,3.83,0.82,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
7012,103,103,4.23,1.17,0,0.00,Regular User,Generous Rater,Moderate Variance,Light Tagger
47838,105,105,3.66,1.31,0,0.00,Regular User,Balanced Rater,Discriminating (High Variance),Light Tagger
101932,106,106,3.41,1,0,0.00,Regular User,Critical Rater,Moderate Variance,Light Tagger
128967,105,105,4.19,0.82,0,0.00,Regular User,Generous Rater,Moderate Variance,Light Tagger
46940,105,105,3.39,1.02,0,0.00,Regular User,Critical Rater,Moderate Variance,Light Tagger
112162,105,105,2.68,1.03,0,0.00,Regular User,Very Critical Rater,Moderate Variance,Light Tagger
137388,105,105,3.59,0.74,0,0.00,Regular User,Balanced Rater,Consistent (Low Variance),Light Tagger
51069,105,105,3.37,0.93,0,0.00,Regular User,Critical Rater,Moderate Variance,Light Tagger
122000,105,105,3.72,0.66,0,0.00,Regular User,Balanced Rater,Consistent (Low Variance),Light Tagger
56050,105,105,3.68,0.63,0,0.00,Regular User,Balanced Rater,Consistent (Low Variance),Light Tagger
18618,105,105,3.5,1.29,0,0.00,Regular User,Balanced Rater,Discriminating (High Variance),Light Tagger
128839,105,105,3.29,1.22,0,0.00,Regular User,Critical Rater,Discriminating (High Variance),Light Tagger
8137,105,105,3.82,1.14,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
56832,105,105,3.87,0.73,0,0.00,Regular User,Balanced Rater,Consistent (Low Variance),Light Tagger
28112,105,105,3.85,0.93,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
5003,105,105,4.29,0.78,0,0.00,Regular User,Generous Rater,Consistent (Low Variance),Light Tagger
61911,105,105,3.7,0.68,0,0.00,Regular User,Balanced Rater,Consistent (Low Variance),Light Tagger
24224,105,105,3.95,0.58,0,0.00,Regular User,Balanced Rater,Consistent (Low Variance),Light Tagger
74457,104,104,3.71,0.81,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
111944,104,104,3.12,1.22,0,0.00,Regular User,Critical Rater,Discriminating (High Variance),Light Tagger
125809,105,105,4.04,0.68,0,0.00,Regular User,Generous Rater,Consistent (Low Variance),Light Tagger
18937,105,105,3.34,1.21,0,0.00,Regular User,Critical Rater,Discriminating (High Variance),Light Tagger
62099,105,105,4.01,0.77,0,0.00,Regular User,Generous Rater,Consistent (Low Variance),Light Tagger
29526,105,105,3.45,1.12,0,0.00,Regular User,Critical Rater,Moderate Variance,Light Tagger
104888,104,104,4.38,0.7,0,0.00,Regular User,Generous Rater,Consistent (Low Variance),Light Tagger
75633,104,104,3.08,0.82,0,0.00,Regular User,Critical Rater,Moderate Variance,Light Tagger
13996,104,104,3.02,0.69,0,0.00,Regular User,Critical Rater,Consistent (Low Variance),Light Tagger
108583,104,104,3.5,1.13,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
65457,104,104,3.05,1.21,0,0.00,Regular User,Critical Rater,Discriminating (High Variance),Light Tagger
8716,104,104,3.87,0.83,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
86062,104,104,4.03,0.8,0,0.00,Regular User,Generous Rater,Moderate Variance,Light Tagger
78480,104,104,3.65,1.28,0,0.00,Regular User,Balanced Rater,Discriminating (High Variance),Light Tagger
18526,104,104,3.1,0.94,0,0.00,Regular User,Critical Rater,Moderate Variance,Light Tagger
128567,104,104,3.93,0.86,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
112452,104,104,4.33,0.79,0,0.00,Regular User,Generous Rater,Consistent (Low Variance),Light Tagger
56760,104,104,3.91,1.08,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
125948,104,104,3.3,0.92,0,0.00,Regular User,Critical Rater,Moderate Variance,Light Tagger
56902,104,104,3.95,0.72,0,0.00,Regular User,Balanced Rater,Consistent (Low Variance),Light Tagger
137739,104,104,3.53,0.95,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
83089,104,104,3.79,1.15,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
120637,104,104,3.13,0.96,0,0.00,Regular User,Critical Rater,Moderate Variance,Light Tagger
10796,104,104,3.76,1.34,0,0.00,Regular User,Balanced Rater,Discriminating (High Variance),Light Tagger
85989,104,104,4.42,0.71,0,0.00,Regular User,Generous Rater,Consistent (Low Variance),Light Tagger
85663,104,104,2.51,1.19,0,0.00,Regular User,Very Critical Rater,Moderate Variance,Light Tagger
48648,104,104,3.42,1.08,0,0.00,Regular User,Critical Rater,Moderate Variance,Light Tagger
58760,103,103,3.69,0.83,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
42318,102,102,3.4,1.1,0,0.00,Regular User,Critical Rater,Moderate Variance,Light Tagger
12515,103,103,2.66,1.1,0,0.00,Regular User,Very Critical Rater,Moderate Variance,Light Tagger
83137,104,104,3.62,1.31,0,0.00,Regular User,Balanced Rater,Discriminating (High Variance),Light Tagger
58258,104,104,4.28,0.99,0,0.00,Regular User,Generous Rater,Moderate Variance,Light Tagger
71868,104,104,3.13,0.9,0,0.00,Regular User,Critical Rater,Moderate Variance,Light Tagger
119737,103,103,4.16,1.06,0,0.00,Regular User,Generous Rater,Moderate Variance,Light Tagger
128854,103,103,3.7,0.55,0,0.00,Regular User,Balanced Rater,Consistent (Low Variance),Light Tagger
57299,103,103,3.85,0.49,0,0.00,Regular User,Balanced Rater,Consistent (Low Variance),Light Tagger
129401,102,102,3.77,0.89,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
116459,103,103,3.35,1.09,0,0.00,Regular User,Critical Rater,Moderate Variance,Light Tagger
54936,105,105,3.94,0.69,0,0.00,Regular User,Balanced Rater,Consistent (Low Variance),Light Tagger
4652,103,103,3.98,0.78,0,0.00,Regular User,Balanced Rater,Consistent (Low Variance),Light Tagger
82105,103,103,3.52,0.92,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
47884,103,103,3.72,0.85,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
82438,103,103,3.39,0.6,0,0.00,Regular User,Critical Rater,Consistent (Low Variance),Light Tagger
89909,103,103,3.79,0.98,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
70664,103,103,2.99,0.74,0,0.00,Regular User,Very Critical Rater,Consistent (Low Variance),Light Tagger
84228,102,102,3.37,1.2,0,0.00,Regular User,Critical Rater,Discriminating (High Variance),Light Tagger
134803,102,102,3.99,0.85,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
105035,103,103,3.23,0.85,0,0.00,Regular User,Critical Rater,Moderate Variance,Light Tagger
117703,103,103,3.86,1.17,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
21463,103,103,3.75,0.57,0,0.00,Regular User,Balanced Rater,Consistent (Low Variance),Light Tagger
76829,102,102,3.92,0.8,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
51373,102,102,4.04,0.71,0,0.00,Regular User,Generous Rater,Consistent (Low Variance),Light Tagger
81432,102,102,3.44,0.93,0,0.00,Regular User,Critical Rater,Moderate Variance,Light Tagger
124630,102,102,3.06,1.38,0,0.00,Regular User,Critical Rater,Discriminating (High Variance),Light Tagger
62181,106,106,3.62,1.02,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
62917,103,103,4.17,0.83,0,0.00,Regular User,Generous Rater,Moderate Variance,Light Tagger
64659,102,102,3.63,0.99,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
30522,102,102,4.37,0.77,0,0.00,Regular User,Generous Rater,Consistent (Low Variance),Light Tagger
88135,102,102,3.47,1.06,0,0.00,Regular User,Critical Rater,Moderate Variance,Light Tagger
52778,102,102,3.99,1.11,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
44364,102,102,2.65,1.37,0,0.00,Regular User,Very Critical Rater,Discriminating (High Variance),Light Tagger
34538,102,102,3.54,0.71,0,0.00,Regular User,Balanced Rater,Consistent (Low Variance),Light Tagger
102149,102,102,3.62,0.94,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
85971,102,102,3.67,0.62,0,0.00,Regular User,Balanced Rater,Consistent (Low Variance),Light Tagger
98049,102,102,3.33,0.88,0,0.00,Regular User,Critical Rater,Moderate Variance,Light Tagger
108987,102,102,2.95,1.69,0,0.00,Regular User,Very Critical Rater,Discriminating (High Variance),Light Tagger
134443,102,102,4.11,0.86,0,0.00,Regular User,Generous Rater,Moderate Variance,Light Tagger
134737,102,102,3.78,1.04,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
122921,102,102,2.97,1.54,0,0.00,Regular User,Very Critical Rater,Discriminating (High Variance),Light Tagger
7467,102,102,3.93,0.78,0,0.00,Regular User,Balanced Rater,Consistent (Low Variance),Light Tagger
135693,102,102,3.4,0.96,0,0.00,Regular User,Critical Rater,Moderate Variance,Light Tagger
97061,209,209,3.47,0.81,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
75399,209,209,3.95,0.9,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
100600,102,102,3.64,0.64,0,0.00,Regular User,Balanced Rater,Consistent (Low Variance),Light Tagger
90645,102,102,3.52,1.24,0,0.00,Regular User,Balanced Rater,Discriminating (High Variance),Light Tagger
54363,102,102,4.2,0.83,0,0.00,Regular User,Generous Rater,Moderate Variance,Light Tagger
131682,102,102,4.14,0.99,0,0.00,Regular User,Generous Rater,Moderate Variance,Light Tagger
8386,102,102,3.5,0.86,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
11910,102,102,3.59,0.77,0,0.00,Regular User,Balanced Rater,Consistent (Low Variance),Light Tagger
44836,102,102,2.65,1.53,0,0.00,Regular User,Very Critical Rater,Discriminating (High Variance),Light Tagger
28730,102,102,3.63,0.79,0,0.00,Regular User,Balanced Rater,Consistent (Low Variance),Light Tagger
134207,102,102,3.05,1.15,0,0.00,Regular User,Critical Rater,Moderate Variance,Light Tagger
84170,102,102,3.7,1.33,0,0.00,Regular User,Balanced Rater,Discriminating (High Variance),Light Tagger
100141,102,102,3.63,1.13,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
102365,102,102,4.07,0.83,0,0.00,Regular User,Generous Rater,Moderate Variance,Light Tagger
67927,102,102,3.85,0.87,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
44928,102,102,3.45,0.55,0,0.00,Regular User,Critical Rater,Consistent (Low Variance),Light Tagger
101073,102,102,4.25,0.66,0,0.00,Regular User,Generous Rater,Consistent (Low Variance),Light Tagger
99619,102,102,4.09,0.78,0,0.00,Regular User,Generous Rater,Consistent (Low Variance),Light Tagger
45594,102,102,3.96,0.65,0,0.00,Regular User,Balanced Rater,Consistent (Low Variance),Light Tagger
57024,102,102,4.33,0.81,0,0.00,Regular User,Generous Rater,Moderate Variance,Light Tagger
26338,102,102,3.57,0.97,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
42581,102,102,3.53,1.05,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
10975,102,102,3.94,0.95,0,0.00,Regular User,Balanced Rater,Moderate Variance,Light Tagger
110658,102,102,3.64,1.3,0,0.00,Regular User,Balanced Rater,Discriminating (High Variance),Light Tagger
74695,102,102,3.44,1.11,0,0.00,Regular User,Critical Rater,Moderate Variance,Light Tagger
26883,102,102,3.4,1.33,0,0.00,Regular User,Critical Rater,Discriminating (High Variance),Light Tagger
80087,210,210,4.3,1.11,0,0.00,Power User,Generous Rater,Moderate Variance,Light Tagger
